"","Count","lng","lat","district","town","Predicty4"
"248",2,121.5012525,25.0300032,"萬華區","頂碩里",1.57751774259796
"249",2,121.516534,25.057583,"大同區","雙連里",1.70383560209678
"250",2,121.500763,25.025763,"萬華區","新安里",1.4727065032559
"251",2,121.502287,25.1331433,"北投區","中央里",1.6322247921057
"252",2,121.525909,25.039804,"中正區","文北里",1.47166122432183
"253",2,121.539014,25.021899,"大安區","龍淵里",1.6539759192961
"254",2,121.5480616,25.0815871,"中山區","大直里",1.05840327040968
"255",2,121.4941323,25.1449211,"北投區","智仁里",1.60969621286997
"256",2,121.5806717,25.0835141,"內湖區","湖濱里",NA
"257",2,121.5806717,25.0835141,"內湖區","湖濱里",1.8271571153775
"258",2,121.5806717,25.0835141,"內湖區","湖濱里",1.39396991027988
"259",2,121.5142593,25.0568764,"大同區","星明里",1.69565066554307
"260",2,121.49737,25.024221,"萬華區","全德里",1.38659107318662
"261",2,121.5622734,25.0591086,"松山區","三民里",1.45695954255346
"262",2,121.5018256,25.0198772,"萬華區","日祥里",1.17073641037619
"263",2,121.532096,25.117693,"士林區","天福里",1.6339445502858
"264",2,121.576461,25.0769459,"內湖區","港墘里",1.51018338862315
"265",2,121.4673926,25.1203056,"北投區","關渡里",NA
"266",2,121.5226358,25.1071532,"士林區","蘭興里",1.53504473945559
"267",2,121.493796,25.0228179,"萬華區","孝德里",1.74265239262032
"268",2,121.5005988,25.0380496,"萬華區","富民里",NA
"269",2,121.5465882,24.9873416,"文山區","試院里",1.30351268158706
"270",2,121.5126152,25.1403013,"北投區","林泉里",NA
"271",2,121.5711099,25.04976,"松山區","慈祐里",2.04883829408414
"272",2,121.5213006,25.0228899,"中正區","河堤里",NA
"273",2,121.466636,25.124003,"北投區","一德里",1.27091773312316
"274",2,121.6163325,25.0522393,"南港區","新富里",1.92041210554454
"275",2,121.5568068,25.0307268,"大安區","通化里",0.972363966196266
"276",2,121.6200733,25.0693968,"內湖區","樂康里",1.48226182277291
"277",2,121.54904,25.0811429,"中山區","成功里",1.38910502701682
"278",2,121.513,25.053913,"大同區","朝陽里",0.978039511286621
"279",2,121.592194,25.08531,"內湖區","金龍里",0.793126677938348
"280",2,121.5671697,24.9841704,"文山區","順興里",0.769670945193381
"281",2,121.6186021,25.042011,"南港區","舊莊里",1.25200935440449
"282",2,121.5257789,25.051299,"中山區","正義里",1.51365623414146
"283",2,121.568813,25.0307359,"信義區","三犁里",1.02774642786642
"284",2,121.5801229,24.9855784,"文山區","政大里",0.764505950770836
"285",2,121.5254144,25.055565,"中山區","中山里",1.929503678967
"286",2,121.547561,25.053591,"松山區","中正里",1.64640855765157
"287",2,121.556984,25.04099,"大安區","正聲里",1.66184519480115
"288",2,121.5801229,24.9855784,"文山區","政大里",1.04555690808131
"289",2,121.5348064,25.0998496,"士林區","福志里",1.2986776490371
"290",2,121.5034543,25.1116574,"北投區","吉慶里",1.10996067627518
"291",2,121.564117,25.0273839,"信義區","三張里",1.2018753845509
"292",2,121.5207006,25.0277585,"中正區","南福里",NA
"293",2,121.5207006,25.0277585,"中正區","南福里",NA
"294",2,121.4981857,25.0366602,"萬華區","青山里",0.931604264754117
"295",2,121.536154,25.0678119,"中山區","行孝里",2.25281087879745
"296",2,121.5083724,25.1168802,"北投區","尊賢里",NA
"297",2,121.5347954,25.0995762,"士林區","福志里",NA
"298",2,121.5545812,25.0497024,"松山區","復勢里",1.67172174618649
"299",2,121.5101065,25.0703295,"大同區","鄰江里",NA
"300",2,121.521463,25.082473,"士林區","承德里",NA
"301",2,121.5054297,25.1187283,"北投區","立農里",1.29679556295699
"302",2,121.5178883,25.0223194,"中正區","網溪里",0.702511567127939
"303",2,121.556267,25.0315868,"大安區","通化里",1.89145659135407
"304",2,121.523764,25.090466,"士林區","義信里",0.854116013909135
"305",2,121.556267,25.0315868,"大安區","通化里",1.67033657469619
"306",2,121.5788486,25.0754879,"內湖區","瑞光里",NA
"307",2,121.5964458,25.0552097,"南港區","東新里",1.83778569952217
"308",2,121.5276564,25.1207023,"士林區","天玉里",NA
"309",2,121.50324,25.0895076,"士林區","社新里",1.47211798114751
"310",2,121.5226358,25.1071532,"士林區","蘭興里",NA
"311",2,121.4921157,25.0360317,"萬華區","柳鄉里",1.11455176970219
"312",2,121.556984,25.04099,"大安區","正聲里",1.71674903380813
"313",2,121.5016298,25.0231509,"萬華區","忠貞里",1.28182069277367
